,jobCode,synteza,nazwa_zawodu
332,741104,"Elektryk budowlany wykonuje i remontuje instalacje elektryczne, odgromowe i teletechniczne w obiektach budowlanych.
Elektryk budowlany jest zawodem o charakterze usługowym w zakresie elektryczno-budowlano-montażowym. Celem pracy elektryka budowlanego jest kompleksowe wykonywanie (na podstawie dokumentacji projektowej, obowiązujących przepisów i zasad, wiedzy technicznej) instalacji elektrycznych, odgromowych i teletechnicznych w budynkach mieszkalnych, biurowych i użyteczności publicznej. Przed rozpoczęciem prac budowlanych elektryk budowlany w porozumieniu z dystrybutorem energii prowizorycznie zasila plac budowy, instalując na nim rozdzielnicę niskiego napięcia. W całym okresie budowy elektryk budowlany dokonuje niezbędnych zmian w zasilaniu placu budowy, dostosowując je do postępu i technologii prac uczestników procesu budowlanego, w odpowiednim terminie i kolejności. Rozpoczęcie właściwych prac instalatorskich następuje po zakończeniu prac budowlanych. Elektryk budowlany przed położeniem tynków układa instalacje podtynkowe, a po otynkowaniu – instalacje natynkowe. Na prace instalatorskie składają się prace przygotowawcze: trasowanie instalacji, przygotowywanie tras przewodów, kucie wnęk pod rozdzielnice, otworów pod puszki na osprzęt elektryczny oraz bruzd pod rurki elektroinstalacyjne. Następnie elektryk budowlany układa przewody i mocuje osprzęt elektryczny, wykonuje wszystkie instalacje elektryczne zewnętrzne, w tym oświetlenia terenu i odgromowe. Pod koniec prac instalatorskich opisuje, oznacza osprzęt i wyposażenie elektryczne oraz przeprowadza badania funkcjonalne instalacji (tak zwane odbiorcze). Prace remontowe lub modernizacyjne polegają na zamianie gniazd wtykowych na gniazda z kołkiem ochronnym, bezpieczników na wyłączniki instalacyjne, zmianie – instalacji na trzy- i pięcioprzewodową, sprawdzeniu z połączeniami wyrównawczymi, zainstalowaniu wyłączników różnicowoprądowych oraz zwiększeniu przekrojów przewodów w celu dostosowania instalacji do większych obciążeń. Prace remontowe i modernizacyjne w instalacjach elektrycznych wykonuje się zazwyczaj podczas remontu budynku lub mieszkania. W trakcje realizacji prac elektryk budowlany na bieżąco kontroluje jakość wykonania poszczególnych etapów własnych robót oraz usuwa stwierdzone usterki. Na końcowym etapie prac realizowanych przez innych wykonawców wykonuje pomiary pomontażowe (odbiorcze) i badania skuteczności zastosowanych ochron przeciwporażeniowych.",Elektryk budowlany
333,229901,"Wykrywa, rozpoznaje i ewidencjonuje choroby o znaczeniu społecznym, planuje i organizuje działania zapobiegające występowaniu i szerzeniu się tych chorób, współdziała z innymi specjalistami i organizacjami w zwalczaniu epidemii i poprawie warunków sanitarno-higienicznych społeczeństwa.",Epidemiolog
334,263202,"Prowadzi badania i opisuje ginące formy kultury ludowej, określa odrębności kulturowe różnych społeczności (plemiennych, etnicznych, zawodowych); zabezpiecza, kultywuje i popularyzuje twórczość ludową: literaturę, muzykę, zwyczaje, obrzędy oraz sztukę; prowadzi działalność dydaktyczną i naukową.",Etnograf
335,235102,"Dokonuje ewaluacji celów programowych, szansy realizacji ustanowionych celów nauczania, spójności treści nauczania z celami, przydziału uczniów do danego programu, efektywności i sprawności nauczania;
projektuje, testuje i wdraża do praktyki dydaktycznej narzędzia kontroli osiągnięć uczących się;
mierzy jakość kształcenia;
gromadzi, opracowuje i komunikuje informacje na temat oceny efektów procesu dydaktycznego i wartości programów nauczania w celu zwiększenia ich skuteczności, optymalizacji i modyfikacji.",Ewaluator programów edukacji
336,731701,"Fajkarz wykonuje, naprawia i konserwuje fajki.
Fajkarz jest zawodem o charakterze produkcyjnym. Celem pracy fajkarza jest wykonywanie fajek, ich konserwacja i naprawa. Fajkarz potrafi samodzielnie zaprojektować i wykonać fajkę. Ocenia i dobiera bezpieczne dla zdrowia materiały do wykonania fajki oraz planuje przebieg prac. Obowiązkiem fajkarza jest zachowanie zasad technologicznych i przestrzeganie norm jakościowych, w tym ocena organoleptyczna wykonanego wyrobu. Do jego zadań należy również obsługa i eksploatacja urządzeń i maszyn.",Fajkarz
337,431102,"Fakturzystka wystawia i archiwizuje dokumenty związane ze sprzedażą.
Fakturzystka jest zawodem o charakterze biurowym. W zależności od struktury organizacyjnej przedsiębiorstwa fakturzystka pracuje w dziale księgowości lub samodzielnej komórce podległej bezpośrednio kierownikowi jednostki. Do głównych zadań fakturzystki należy wystawianie faktur sprzedaży, weryfikowanie i akceptowanie not korygujących, a także sprawdzanie poprawności faktur i korygowanie ich. Fakturzystka wprowadza dane do systemu komputerowego, generuje fakturę, sprawdza jej poprawność i drukuje lub wysyła drogą elektroniczną do kontrahenta. W przypadku stwierdzenia błędów w wystawionej fakturze sporządza fakturę korygującą. Fakturzystka jest odpowiedzialna za prawidłową archiwizację dokumentów, przygotowywanie raportów i rejestrów sprzedaży. Fakturzystka stosuje przepisy księgowe oraz podatkowe w zakresie wystawiania dokumentów sprzedaży oraz wewnętrzne regulaminy i zarządzenia dotyczące obiegu tych dokumentów w przedsiębiorstwie.",Fakturzystka
338,228101,"Zajmuje się świadczeniem usług farmaceutycznych polegających na sporządzaniu i wytwarzaniu produktów leczniczych, ocenie jakości leków recepturowych, leków aptecznych i leków gotowych oraz wydawaniu produktów leczniczych i wyrobów medycznych będących przedmiotem obrotu w aptekach, działach farmacji szpitalnej i hurtowniach farmaceutycznych; odpowiada za sprawowanie opieki farmaceutycznej poprzez współpracę z pacjentem i lekarzem, a w razie potrzeby z przedstawicielami innych zawodów medycznych.",Farmaceuta
339,228201,"Wykonuje badania i przeprowadza ocenę jakości produktów leczniczych, w tym prowadzi ewidencję i ocenę działań ubocznych i toksycznych leków; informuje i doradza w zakresie dostępności biologicznej leków i ich kumulacji, eliminacji z ustroju i możliwych interakcji z innymi lekami; podejmuje działania w zakresie monitorowania i kontrolowania działań niepożądanych leków.",Farmaceuta – specjalista analityki farmaceutycznej
340,228202,"Wykonuje badania i przeprowadza ekspertyzy z zakresu bezpieczeństwa żywności, sposobu żywienia i stanu odżywiania; podejmuje działania w zakresie określenia źródeł zatruć pokarmowych; odpowiada za ocenę żywności i stanu żywienia w procesie prowadzonego procesu badawczego.",Farmaceuta – specjalista bromatologii
341,228203,"Wykonuje czynności związane z przygotowaniem, przechowywaniem i dystrybucją produktów leczniczych i wyrobów medycznych; nadzoruje i prowadzi ewidencję wydawanych produktów leczniczych z grup: silnie działających i środków odurzających; kontroluje poprawność recept lekarskich; prowadzi dokumentację obrotu lekami; udziela informacji o lekach; organizuje pracę w aptece oraz podejmuje działania na rzecz promocji zdrowia i zapobiegania następstwom nieprawidłowego stosowania leków.",Farmaceuta – specjalista farmacji aptecznej
342,228204,"Wykonuje badania i przeprowadza ocenę działania leków w ustroju, prowadzi ewidencję i ocenę działań ubocznych i toksycznych; informuje i sprawuje doradztwo w zakresie dostępności biologicznej leków i ich kumulacji, eliminacji z ustroju i możliwych interakcji oraz podejmuje działania na rzecz promocji zdrowia i zapobiega chorobom jatrogennym.",Farmaceuta – specjalista farmacji klinicznej
343,228205,"Stwierdza i poświadcza, że każda seria produktu leczniczego wytwarzanego na terytorium Polski została wyprodukowana i poddana kontroli zgodnie z obowiązującym prawem oraz zgodnie z dokumentacją, a w przypadku produktu leczniczego pochodzącego z innych krajów, że dla każdej serii produktu wykonano na terenie Polski pełną analizę jakościową i ilościową oraz że jakość produktu jest zgodna z wymaganiami jakościowymi określonymi w dokumentacji.",Farmaceuta – specjalista farmacji przemysłowej
344,228206,"Wykonuje czynności związane z przygotowaniem, przechowywaniem i wydawaniem produktów leczniczych i wyrobów medycznych; nadzoruje i prowadzi ewidencję wydawanych produktów leczniczych z grup: silnie działających i środków odurzających; prowadzi dokumentację obrotu lekami; udziela informacji o lekach; organizuje pracę w aptece szpitalnej lub w dziale farmacji szpitalnej.",Farmaceuta – specjalista farmacji szpitalnej
345,228207,"Wykonuje badania i przeprowadza eksperymenty farmakologiczne; odpowiada za opracowanie dokumentacji farmakologicznej dotyczącej danego środka, który ma być dopuszczony do obrotu.",Farmaceuta – specjalista farmakologii
346,228208,"Odpowiada za przygotowanie, wytwarzanie i kontrolę jakości leku roślinnego; podejmuje działania na rzecz zapewnienia skuteczności i bezpieczeństwa stosowania leku roślinnego; sporządza wyciągi z surowców roślinnych z wykorzystaniem nowoczesnych technik badawczych.",Farmaceuta – specjalista leku roślinnego
347,228209,"Odpowiada za wykonywanie badań w zakresie biotechnologii i mikrobiologii w przemyśle, laboratoriach kontroli leków i laboratoriach przemysłowych; podejmuje działania na rzecz zapewnienia prawidłowego procesu prowadzania badań biotechnologicznych i mikrobiologicznych leków z wykorzystaniem sprzętu badawczego oraz dzięki znajomości zagadnień fizjologii, patofizjologii, mikrobiologii, immunologii, farmakokinetyki oraz chemii leków.",Farmaceuta – specjalista mikrobiologii i biotechnologii farmaceutycznej
348,228210,"Odpowiada za przygotowanie oceny ryzyka wystąpienia skutków zdrowotnych w wyniku narażenia na czynniki chemiczne występujące w środowisku naturalnym i antropomorficznym, w środowisku pracy, w żywności, a także narażenia na leki i substancje uzależniające; podejmuje działania na rzecz zapewnienia bezpieczeństwa zdrowotnego w społeczeństwie poprzez uczestniczenie w akacjach społecznych promujących zdrowy styl życia i walkę z substancjami uzależniającymi.",Farmaceuta – specjalista toksykologii
349,228211,"Zajmuje się zawodowo ochroną, promowaniem i przywracaniem zdrowia populacji jako całości, a także podnoszeniem stanu zdrowia społeczeństwa; odpowiada za kształtowanie polityki zdrowotnej w oparciu o współczesną wiedzę z dziedziny nauk medycznych, społecznych i zarządzania.",Farmaceuta – specjalista zdrowia publicznego
350,228212,Odpowiada za wykonywanie badań dotyczących problemów zdrowia środowiskowego oraz dokonuje analizy w zakresie potencjalnych skutków zdrowotnych w następstwie narażenia na szkodliwe oddziaływanie środowiska; zajmuje się prowadzeniem szkoleń specjalistycznych oraz podejmuje działania na rzecz współpracy międzyresortowej i międzynarodowej w obszarze środowiskowego ryzyka zdrowotnego.,Farmaceuta – specjalista zdrowia środowiskowego
351,325901,"Udziela pomocy w przypadkach zachorowania lub zagrożenia chorobą; diagnozuje stan zdrowia, bierze udział w procesie leczenia; zajmuje się profilaktyką leczniczą, szerzeniem oświaty zdrowotnej.",Felczer
352,264302,"Prowadzi badania nad językiem, literaturą oraz kulturą określonego narodu lub kręgu cywilizacyjnego; opracowuje materiały do nauki danego języka obcego, jak też dokonuje przekładów z tego języka na język polski i odwrotnie.",Filolog języka nowożytnego
353,264301,"Studiuje pochodzenie, rozwój i strukturę języka łacińskiego i greckiego; tłumaczy teksty bądź różnego rodzaju wypowiedzi z języka łacińskiego i greckiego na język polski; interpretuje starożytne dzieła literackie; prowadzi badania nad kulturą starożytnych Greków i Rzymian, posługuje się starożytnymi zapiskami.",Filolog klasyczny
354,264303,"Zajmuje się poznawaniem i badaniem rozwoju i struktury języka polskiego (mówionego i pisanego), historii literatury i kultury polskiej, przemian twórczości literackiej, klasyfikacją tekstów i zjawisk literackich; opracowuje lub doskonali teorie literatury, tworzy i doskonali metodologię badania języka i literatury oraz metodykę nauczania języka i literatury polskiej; stosuje wiedzę naukową w praktyce.",Filolog polski
355,263301,"Zajmuje się kilkoma lub jedną z następujących dyscyplin filozoficznych: teorią bytu (ontologią), teorią poznania (epistemologią, gnoseologią), metodologią nauk, filozofią człowieka (antropologią filozoficzną), filozofią przyrody, historią filozofii, filozofią historii, etyką, estetyką, aksjologią i innymi dyscyplinami podporządkowanymi; dostarcza ogólnej podbudowy teoretycznej naukom szczegółowym, wyjaśniając pojęcia i problemy, które przekraczają poszczególne zakresy tych nauk (filozofia nauki, metodologia); zajmuje się tworzeniem integralnych syntez w dobie postępującej specjalizacji nauk, dążąc do poznania i rozumienia rzeczywistości, ujęcia jej struktury, najogólniejszych praw dotyczących świata, życia ludzkiego i myślenia.",Filozof
356,229201,"Bada i leczy lub nadzoruje leczenie pacjentów z zaburzeniami neuromięśniowymi, mięśniowo-szkieletowymi oraz sercowo-naczyniowymi i oddechowymi,klasyfikując pacjentów do leczenia fizjoterapeutycznego. Stosuje leczenie czynnościowe i fizykalne; podejmuje działania profilaktyczne dla zapobiegania, leczenia lub zmniejszenia objawów, zarówno chorób somatycznych, jak i psychicznych.",Fizjoterapeuta
357,211103,"Zajmuje się badaniem teoretycznym i doświadczalnym właściwości materii, zjawiskami w niej zachodzącymi, ustalaniem praw, którym te zjawiska podlegają, tworzeniem teorii ogólnych, z których jako szczególne przypadki wynikają teorie pozwalające opisywać, przewidywać i badać nowe zjawiska; wykorzystuje wiedzę fizyczną w nauce, technice, medycynie i innych dziedzinach.",Fizyk
358,211104,"Stosuje metody fizyki w technice radiacyjnej w celach medycznych; działa lub doradza w dziedzinie dozymetrii i napromieniania pacjentów w chorobach nowotworowych, stosując złożone procedury fizyczne i techniki medyczne oraz wyposażenie wykorzystujące promieniowanie jonizujące; zapewnia optymalizację i jakość zabiegów; sprawuje kontrolę bezpiecznego stosowania promieniowania jonizującego dla celów medycznych w dziedzinie radioterapii onkologicznej, diagnostyce obrazowej oraz medycynie nuklearnej, doświadczalnej i klinicznej",Fizyk medyczny
